,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
2242,"next, students should choose their classes to have progress in their studies and grades.",Premise,14,"[CLS] next, students should choose their classes to have progress in their studies and grades.",17,17,0
2243,studies are an essential part of life.,None,7,[CLS] studies are an essential part of life.,9,9,2
2244,and it's kind of art to make the best use of criticism.,Premise,12,[CLS] and it's kind of art to make the best use of criticism.,16,16,0
2245,what government should take into consideration at the first place should not be historic and traditional building preservation but new building construction.,MajorClaim,22,[CLS] what government should take into consideration at the first place should not be historic and traditional building preservation but new building construction.,24,24,3
2246,"living cost is one of the important concerns in every society and then, in a small town living cost is fewer than in big cities.",Premise,25,"[CLS] living cost is one of the important concerns in every society and then, in a small town living cost is fewer than in big cities.",28,28,0
2247,"in other words, advertising may even bring healthier eating habits to the people.",Claim,13,"[CLS] in other words, advertising may even bring healthier eating habits to the people.",17,17,1
2248,an experiment conducted by the beijing university asked two groups of people to discuss the budget of an activity.,Premise,19,[CLS] an experiment conducted by the beijing university asked two groups of people to discuss the budget of an activity.,21,21,0
2249,because most people they contact with are also students.,Premise,9,[CLS] because most people they contact with are also students.,11,11,0
2250,"thus, if tourists want to respect the tradition, they will not order any beef in the local restaurant.",Premise,18,"[CLS] thus, if tourists want to respect the tradition, they will not order any beef in the local restaurant.",22,22,0
2251,"gandhi devoted his whole life to fight against british-ruled government and inspire movements for civil rights in india, finally he became the father of the nation.",Premise,26,"[CLS] gandhi devoted his whole life to fight against british-ruled government and inspire movements for civil rights in india, finally he became the father of the nation.",31,31,0
2252,"moreover, rehabilitation and education is also a better way in order to prevent or minimize offensive acts.",Premise,17,"[CLS] moreover, rehabilitation and education is also a better way in order to prevent or minimize offensive acts.",20,20,0
2253,it is every student's desire to study at a good university and experience a new environment.,None,16,[CLS] it is every student's desire to study at a good university and experience a new environment.,20,20,2
2254,"this current world we situate ourselves in is rather unpredictable, even one sudden invention could bring down all the notions we used bear in mind.",None,25,"[CLS] this current world we situate ourselves in is rather unpredictable, even one sudden invention could bring down all the notions we used bear in mind.",29,29,2
2255,"in university education, students are given much independence in the ways of learning.",None,13,"[CLS] in university education, students are given much independence in the ways of learning.",16,16,2
2256,"students who take break, gain lot of benefits by traveling around the places or by working.",Claim,16,"[CLS] students who take break, gain lot of benefits by traveling around the places or by working.",19,19,1
2257,"not only with the help of sending email, but also using credit cards to pay all necessary fees online.",Premise,19,"[CLS] not only with the help of sending email, but also using credit cards to pay all necessary fees online.",22,22,0
2258,"first, in terms of learning, attending class is more effective than simply studying alone to pass the exams.",Claim,18,"[CLS] first, in terms of learning, attending class is more effective than simply studying alone to pass the exams.",22,22,1
2259,"in summary, spending budget for space exploring is not the waste budget, because it may helps to save civilization of humanity.",MajorClaim,21,"[CLS] in summary, spending budget for space exploring is not the waste budget, because it may helps to save civilization of humanity.",25,25,3
2260,"furthermore, it can have a negative affect on these students to require them to choose a subject in equal proportion of gender, and that does not conform to students' personality traits and mental development.",Claim,34,"[CLS] furthermore, it can have a negative affect on these students to require them to choose a subject in equal proportion of gender, and that does not conform to students' personality traits and mental development.",39,39,1
2261,"as a result, people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years.",Premise,25,"[CLS] as a result, people nowadays just spend one hour to prepare a meal instead of two, even three hours like in the last 10 years.",29,29,0
2262,those opposing the cctv systems feel that their privacies are invaded with the constant monitoring of the cameras.,Claim,18,[CLS] those opposing the cctv systems feel that their privacies are invaded with the constant monitoring of the cameras.,23,23,1
2263,"to conclude, the population of endangered animals are less than people's population, so they do not need so much land that people need.",Premise,23,"[CLS] to conclude, the population of endangered animals are less than people's population, so they do not need so much land that people need.",29,29,0
2264,"however, as a matter of fact, using technology or advanced facilities do not make food lose its nutrition and quality.",Premise,20,"[CLS] however, as a matter of fact, using technology or advanced facilities do not make food lose its nutrition and quality.",24,24,0
2265,"however, even though i used it for couple months, i still do not know how to use all the features proficiently.",Premise,21,"[CLS] however, even though i used it for couple months, i still do not know how to use all the features proficiently.",26,26,0
2266,"in addition, it would cause to raise our taxes again and again to fund college education.",Premise,16,"[CLS] in addition, it would cause to raise our taxes again and again to fund college education.",19,19,0
2267,"different types of tasks during workday brings more challenges, making life colorful.",Premise,12,"[CLS] different types of tasks during workday brings more challenges, making life colorful.",16,16,0
2268,"thus, easy-to-cook foods sometimes could be dangerous for human's health.",Claim,10,"[CLS] thus, easy-to-cook foods sometimes could be dangerous for human's health.",19,19,1
2269,"in order to turn a wilderness into a place of attraction, the planners must have taken the nourishment of the sceneries into thorough consideration.",Premise,24,"[CLS] in order to turn a wilderness into a place of attraction, the planners must have taken the nourishment of the sceneries into thorough consideration.",31,31,0
2270,"in addition, products usually look more gorgeous and with good quality in advertisement, people are more likely to buy goods impulsively without a second thought.",Premise,25,"[CLS] in addition, products usually look more gorgeous and with good quality in advertisement, people are more likely to buy goods impulsively without a second thought.",31,31,0
2271,"however, taxation on flamable resources might backfire by conducing to inflation.",Premise,11,"[CLS] however, taxation on flamable resources might backfire by conducing to inflation.",19,19,0
2272,co-operation is essential for teamwork.,Claim,5,[CLS] co-operation is essential for teamwork.,10,10,1
2273,there are those who said that student can attend the university coarse without passing the exam.,None,16,[CLS] there are those who said that student can attend the university coarse without passing the exam.,18,18,2
2274,"in conclusion, i certainly can say that growing of violence in films have definitely negative effects on youngsters mostly on their study, emotions and behaviors.",MajorClaim,25,"[CLS] in conclusion, i certainly can say that growing of violence in films have definitely negative effects on youngsters mostly on their study, emotions and behaviors.",30,30,3
2275,"first of all, we need to consider that police armed with guns or any other kinds of legal weapons just attempts to protect not only civilians but also himself.",Premise,29,"[CLS] first of all, we need to consider that police armed with guns or any other kinds of legal weapons just attempts to protect not only civilians but also himself.",32,32,0
2276,relating well to people can bring plenty of merits to future job.,Claim,12,[CLS] relating well to people can bring plenty of merits to future job.,14,14,1
2277,"in addition, exercise will help them to not be less exposed to illness related with cardiovascular, higher blood and cholesterol issues.",Premise,21,"[CLS] in addition, exercise will help them to not be less exposed to illness related with cardiovascular, higher blood and cholesterol issues.",27,27,0
2278,"i have been gone to some places to travel and stay for a short time, and i realize that the environment in some place isn't clean and fresh like my home town.",Premise,32,"[CLS] i have been gone to some places to travel and stay for a short time, and i realize that the environment in some place isn't clean and fresh like my home town.",37,37,0
2279,"personally, a break will give students some time to refresh their systems, by traveling or following their hobbies.",Claim,18,"[CLS] personally, a break will give students some time to refresh their systems, by traveling or following their hobbies.",24,24,1
2280,many schools for preparation of so-called stars and various advertisements about famous people may mislead with the fact that this profession is highly required and easy reachable.,Premise,27,[CLS] many schools for preparation of so-called stars and various advertisements about famous people may mislead with the fact that this profession is highly required and easy reachable.,34,34,0
2281,"what is more, the ever-increasing huntings are having a heavy toll on rare and specious species.",Premise,16,"[CLS] what is more, the ever-increasing huntings are having a heavy toll on rare and specious species.",23,23,0
2282,"however, people might not get what they want all the time.",None,11,"[CLS] however, people might not get what they want all the time.",14,14,2
2283,"secondly, new technology has created some similar jobs all around the world.",Claim,12,"[CLS] secondly, new technology has created some similar jobs all around the world.",15,15,1
2284,"during student's free time, they have a number of activities that they can join, such as playing sports, going to lab, or going to library.",Premise,25,"[CLS] during student's free time, they have a number of activities that they can join, such as playing sports, going to lab, or going to library.",33,33,0
2285,"for example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans.",Premise,37,"[CLS] for example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans.",40,40,0
2286,"at all times, think about the other's feeling before doing any self-centered action would help to improve the roommate relationship tremendously.",Premise,21,"[CLS] at all times, think about the other's feeling before doing any self-centered action would help to improve the roommate relationship tremendously.",29,29,0
2287,"however, this is really short-sighted, ignoring the rapid development of native economy and society.",Premise,14,"[CLS] however, this is really short-sighted, ignoring the rapid development of native economy and society.",20,20,0
2288,it resulted in the missing of information and the lack of details during their works.,Premise,15,[CLS] it resulted in the missing of information and the lack of details during their works.,17,17,0
2289,this overwhelming crisis is prompting delayering and reduction of workers.,Premise,10,[CLS] this overwhelming crisis is prompting delayering and reduction of workers.,13,13,0
2290,a very important responsibility of media is to publish information about the current affairs as quickly as possible specially when there is a crisis.,Premise,24,[CLS] a very important responsibility of media is to publish information about the current affairs as quickly as possible specially when there is a crisis.,26,26,0
2291,"this in turn, causes lots of discomfort and pain to the cattle.",Premise,12,"[CLS] this in turn, causes lots of discomfort and pain to the cattle.",15,15,0
2292,it is obvious axiomatic that indispensable public services like hospital and school worth every penny investing.,Claim,16,[CLS] it is obvious axiomatic that indispensable public services like hospital and school worth every penny investing.,23,23,1
2293,"second, environment is also important issue that everyone depend on it.",Premise,11,"[CLS] second, environment is also important issue that everyone depend on it.",14,14,0
2294,there is no doubt our life has had a change for the better since cars were introduced.,None,17,[CLS] there is no doubt our life has had a change for the better since cars were introduced.,19,19,2
2295,there are three reasons that can explain their unresponsiveness to the modern workplace.,None,13,[CLS] there are three reasons that can explain their unresponsiveness to the modern workplace.,19,19,2
2296,"in this essay, i will analyze both views first in order to come up with a fool-proof decision.",None,18,"[CLS] in this essay, i will analyze both views first in order to come up with a fool-proof decision.",23,23,2
2297,"firstly, day by day population is increasing, so human needs for food is increasing as well.",Premise,16,"[CLS] firstly, day by day population is increasing, so human needs for food is increasing as well.",20,20,0
2298,"for example, evaluation made by students is similar to feedback from customer that business owners need to know in order to improve their product.",Premise,24,"[CLS] for example, evaluation made by students is similar to feedback from customer that business owners need to know in order to improve their product.",27,27,0
2299,exercising not only reduce my stress but also make me get a good health.,Premise,14,[CLS] exercising not only reduce my stress but also make me get a good health.,16,16,0
2300,"""keep running!,"" shouted from my heart but my legs can hardly move.",None,12,"[CLS] ""keep running!,"" shouted from my heart but my legs can hardly move.",18,18,2
2301,these activities lead to more interact with their friends.,Premise,9,[CLS] these activities lead to more interact with their friends.,11,11,0
2302,"with increasing availability to the internet, people can collect a wealth of information about the latest fashion trends over the world, such as the most popular shoes style this season or the best-liked clothes color this year.",None,37,"[CLS] with increasing availability to the internet, people can collect a wealth of information about the latest fashion trends over the world, such as the most popular shoes style this season or the best-liked clothes color this year.",43,43,2
2303,"at the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes.",Premise,26,"[CLS] at the increasing living pace, the majority of people tend to choose microwave as their unique cooker that help them prepare a dish in five minutes.",30,30,0
2304,"compassion, a virtue preached in almost all religions from buddhism to mohammedanism, is what distinguishes us human beings from animals.",Premise,20,"[CLS] compassion, a virtue preached in almost all religions from buddhism to mohammedanism, is what distinguishes us human beings from animals.",26,26,0
2305,"during our trip, it is worthwhile for us to visit a museum of a new place.",Claim,16,"[CLS] during our trip, it is worthwhile for us to visit a museum of a new place.",20,20,1
2306,"all in a nutshell, workers over 50 have proven themselves subordinate to the following generation in all aspects.",Claim,18,"[CLS] all in a nutshell, workers over 50 have proven themselves subordinate to the following generation in all aspects.",22,22,1
2307,"right from flying planes to sending a small document, computers are needed.",Premise,12,"[CLS] right from flying planes to sending a small document, computers are needed.",15,15,0
2308,cheap air travel should be encouraged?,None,6,[CLS] cheap air travel should be encouraged?,8,8,2
2309,it is quiet clear that traffic congestion is a serious problem in many big cities.,Premise,15,[CLS] it is quiet clear that traffic congestion is a serious problem in many big cities.,17,17,0
2310,the main reason for this issue is that there are a great number of vehicles flowing on roads.,Premise,18,[CLS] the main reason for this issue is that there are a great number of vehicles flowing on roads.,20,20,0
2311,"thus, if they deal more with facts, they can realize social situations effectively and so improve their social communication in everyday life.",Premise,22,"[CLS] thus, if they deal more with facts, they can realize social situations effectively and so improve their social communication in everyday life.",26,26,0
2312,"first of all, the zoo should be considered as a means of education with regard to providing real and vivid materials for learners.",Claim,23,"[CLS] first of all, the zoo should be considered as a means of education with regard to providing real and vivid materials for learners.",26,26,1
2313,"firstly, studying music, art or sports is also very important to students.",Premise,12,"[CLS] firstly, studying music, art or sports is also very important to students.",16,16,0
2314,government money should be spent on publicly beneficial programs only.,Claim,10,[CLS] government money should be spent on publicly beneficial programs only.,12,12,1
2315,"think about the big project that a group is working on, if any group member has new idea about the project, he/she can assemble his/her colleges right away and discuss.",Premise,30,"[CLS] think about the big project that a group is working on, if any group member has new idea about the project, he/she can assemble his/her colleges right away and discuss.",38,38,0
2316,"therefore, i highly advocate that we should use mobile phone in moderation in order to avoid these serious problems.",None,19,"[CLS] therefore, i highly advocate that we should use mobile phone in moderation in order to avoid these serious problems.",23,23,2
2317,"i believe that experiencing the real life by myself, i could learn more than just obey the advice.",Claim,18,"[CLS] i believe that experiencing the real life by myself, i could learn more than just obey the advice.",21,21,1
2318,"without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles.",Claim,22,"[CLS] without following fashion trends, such people would have a hard time choosing and matching clothes, let alone forming their own dressing styles.",26,26,1
2319,they majored in financing when they were in college.,None,9,[CLS] they majored in financing when they were in college.,12,12,2
2320,"if students started earning in earlier age in their life, then they get attracted towards money.",Premise,16,"[CLS] if students started earning in earlier age in their life, then they get attracted towards money.",19,19,0
2321,i was also able to establish a relationship with a man living 89 kilometers away.,Premise,15,[CLS] i was also able to establish a relationship with a man living 89 kilometers away.,17,17,0
2322,"if finally he is proven innocent, he may feel embarrassed to face the public.",Premise,14,"[CLS] if finally he is proven innocent, he may feel embarrassed to face the public.",17,17,0
2323,"in conclusion, i personally believe that learning language from foreign country is better than learning language in home country because i have to improve myself to communicate with other people.",Claim,30,"[CLS] in conclusion, i personally believe that learning language from foreign country is better than learning language in home country because i have to improve myself to communicate with other people.",33,33,1
2324,and i never did encounter any disappointments of missing my goals.,Premise,11,[CLS] and i never did encounter any disappointments of missing my goals.,14,14,0
2325,"from my perspective, fashion trends have a more essential role to play in people's lives than personal dressing styles.",MajorClaim,19,"[CLS] from my perspective, fashion trends have a more essential role to play in people's lives than personal dressing styles.",24,24,3
2326,"besides, in the far future, they become more valuable.",Premise,9,"[CLS] besides, in the far future, they become more valuable.",13,13,0
2327,"of course, some celebrities, e.g.",None,5,"[CLS] of course, some celebrities, e.g.",11,11,2
2328,"if we rush through the work by taking risk of making mistakes, we are actually making zero effort going through our study roughly only for the purpose of fill in before the deadline.",Premise,33,"[CLS] if we rush through the work by taking risk of making mistakes, we are actually making zero effort going through our study roughly only for the purpose of fill in before the deadline.",36,36,0
2329,"there is no deny that the economy of the whole society will be developed with the help of agriculture, real estate industry and industry, in particularly industry which is the pillar industry of national economy, because they produce plenty of profits.",Premise,41,"[CLS] there is no deny that the economy of the whole society will be developed with the help of agriculture, real estate industry and industry, in particularly industry which is the pillar industry of national economy, because they produce plenty of profits.",46,46,0
2330,"nevertheless, i believe that creating an enjoyable working environment is more realistic and essential if one wishes an increase in productivity and better employee performances.",Claim,25,"[CLS] nevertheless, i believe that creating an enjoyable working environment is more realistic and essential if one wishes an increase in productivity and better employee performances.",28,28,1
2331,"moreover, these people will not have an access to a good education.",Premise,12,"[CLS] moreover, these people will not have an access to a good education.",15,15,0
2332,"to start with, hardship makes people realize how to cherish and compliment the common but wonderful little things happened in their life such as, a shining weather, a delicious breakfast and etc.",Premise,32,"[CLS] to start with, hardship makes people realize how to cherish and compliment the common but wonderful little things happened in their life such as, a shining weather, a delicious breakfast and etc.",38,38,0
2333,"so, when i have a time to realize what had happened, i could explain the real thought that i want to express without emotion.",Premise,24,"[CLS] so, when i have a time to realize what had happened, i could explain the real thought that i want to express without emotion.",28,28,0
2334,"this idea may point out to two main directions, both of which present different arguments.",None,15,"[CLS] this idea may point out to two main directions, both of which present different arguments.",18,18,2
2335,"wars are notorious, but you can't blame the soldiers who are justing fight for their countries.",Premise,16,"[CLS] wars are notorious, but you can't blame the soldiers who are justing fight for their countries.",22,22,0
2336,"according to this opinion, giving equal education for both men and women is a must.",Claim,15,"[CLS] according to this opinion, giving equal education for both men and women is a must.",18,18,1
2337,"first, attending a live football match is very fulfilling.",Claim,9,"[CLS] first, attending a live football match is very fulfilling.",12,12,1
2338,"however, according to my limited understanding, i just doubt the credibility of that saying owing to its imprudence.",None,18,"[CLS] however, according to my limited understanding, i just doubt the credibility of that saying owing to its imprudence.",24,24,2
2339,"finally yet importantly, appearing in class makes students more conscientious since they have to obey classs disciplines and they practice to be more perseverance in the process of doing their assignments.",Premise,31,"[CLS] finally yet importantly, appearing in class makes students more conscientious since they have to obey classs disciplines and they practice to be more perseverance in the process of doing their assignments.",40,40,0
2340,"in addition to this, all of things are advertised as the best ones result in the confusing for users in picking out the most suitable goods.",Claim,26,"[CLS] in addition to this, all of things are advertised as the best ones result in the confusing for users in picking out the most suitable goods.",29,29,1
2341,"therefore, stress management recently becomes a more significant issue in our realization.",Claim,12,"[CLS] therefore, stress management recently becomes a more significant issue in our realization.",15,15,1
2342,the proportion of women is rising year by year in many parts of the world recently.,Premise,16,[CLS] the proportion of women is rising year by year in many parts of the world recently.,18,18,0
2343,"however, the ones who choose to study at home do not have any discipline for their studies and cannot force themselves to study in particular times.",Premise,26,"[CLS] however, the ones who choose to study at home do not have any discipline for their studies and cannot force themselves to study in particular times.",29,29,0
2344,"admittedly, job can bring us happiness.",Claim,6,"[CLS] admittedly, job can bring us happiness.",10,10,1
2345,"third, tv can be one of communication ways.",Premise,8,"[CLS] third, tv can be one of communication ways.",11,11,0
2346,"while virtual flowcharts and animations may simplify complicated scientific processes, google and wikipedia are always accessible for detailed responses to every query.",Premise,22,"[CLS] while virtual flowcharts and animations may simplify complicated scientific processes, google and wikipedia are always accessible for detailed responses to every query.",29,29,0
2347,"in most countries, it makes up a considerable part of its national budget yearly.",None,14,"[CLS] in most countries, it makes up a considerable part of its national budget yearly.",17,17,2
2348,"based on the reasons demonstrated above, i believe that living in a higher pace is better because the advantages of this are qualitatively greater than that of the opposite.",MajorClaim,29,"[CLS] based on the reasons demonstrated above, i believe that living in a higher pace is better because the advantages of this are qualitatively greater than that of the opposite.",35,35,3
2349,"after analyzing both points of view, i would like to reiterate the necessity of the internet in learning process.",MajorClaim,19,"[CLS] after analyzing both points of view, i would like to reiterate the necessity of the internet in learning process.",24,24,3
2350,"for another example, financial crimes are rampant in the 21st century, thus surging up demands for those who excel at both laws and financial management.",Premise,25,"[CLS] for another example, financial crimes are rampant in the 21st century, thus surging up demands for those who excel at both laws and financial management.",30,30,0
2351,"in addition, a stable and sustainable environment is essential for the weather.",Claim,12,"[CLS] in addition, a stable and sustainable environment is essential for the weather.",15,15,1
2352,"if children spend too much time in front of tv, it will negatively impact their health and study.",Claim,18,"[CLS] if children spend too much time in front of tv, it will negatively impact their health and study.",21,21,1
2353,"all in all, i suppose that people should be polite to others in a such busy and crowded world.",MajorClaim,19,"[CLS] all in all, i suppose that people should be polite to others in a such busy and crowded world.",22,22,3
2354,"if people can gradually change some lifestyles in these daily activities, this will have many significant impacts on environmental improvement.",Premise,20,"[CLS] if people can gradually change some lifestyles in these daily activities, this will have many significant impacts on environmental improvement.",24,24,0
2355,"also, there are many documentary films such as the life of a great man in korea.",Premise,16,"[CLS] also, there are many documentary films such as the life of a great man in korea.",19,19,0
2356,"consequently, it is necessary that we should reduce and cope with our stress in the goal of balancing our mind and body.",Claim,22,"[CLS] consequently, it is necessary that we should reduce and cope with our stress in the goal of balancing our mind and body.",25,25,1
2357,underdeveloped nations no doubt receive direct benefits through such deeds.,Premise,10,[CLS] underdeveloped nations no doubt receive direct benefits through such deeds.,15,15,0
2358,"the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things.",Claim,21,"[CLS] the diverse knowledge that children gained from different parts of the world, inspires children and encourage them to create new things.",25,25,1
2359,"another reason is that, even within the most developed countries, there are still poor people who lack their basic needs.",Premise,20,"[CLS] another reason is that, even within the most developed countries, there are still poor people who lack their basic needs.",24,24,0
2360,"in terms of ethics, it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so.",Claim,31,"[CLS] in terms of ethics, it is inhumane to watch one's fellowman struggle against famine and poverty without doing anything to help, especially when the onlooker takes no effort to do so.",42,42,1
2361,"moreover, it is hard to get manage two things at a time for instance, working and studying is not an easy job for the scholars, they need to concentrate on their studies.",Premise,32,"[CLS] moreover, it is hard to get manage two things at a time for instance, working and studying is not an easy job for the scholars, they need to concentrate on their studies.",37,37,0
2362,people who disagree with the point dispute that the decreasing of land for endangered animals will bring damage to ecological balance.,None,21,[CLS] people who disagree with the point dispute that the decreasing of land for endangered animals will bring damage to ecological balance.,23,23,2
2363,"he used his car to drive to the other end of the country, worked there during the week and came home for the weekend.",Premise,24,"[CLS] he used his car to drive to the other end of the country, worked there during the week and came home for the weekend.",27,27,0
2364,"what's more, a smooth surface makes the transportation and movement become safer and easier.",Premise,14,"[CLS] what's more, a smooth surface makes the transportation and movement become safer and easier.",19,19,0
2365,"with the development of technology, whether or not it is still necessary to protect the traditional skills and lifestyles leads to a drastic controversy which is becoming a public concern, especially considering the significant impact taken by technology.",None,38,"[CLS] with the development of technology, whether or not it is still necessary to protect the traditional skills and lifestyles leads to a drastic controversy which is becoming a public concern, especially considering the significant impact taken by technology.",43,43,2
2366,knowledge may be thereby better improved and strengthened.,Premise,8,[CLS] knowledge may be thereby better improved and strengthened.,10,10,0
2367,"except these, hundreds of problems would occur during the construction.",Premise,10,"[CLS] except these, hundreds of problems would occur during the construction.",13,13,0
2368,"in conclusion, i can certainly state that i would rather prefer working in a large company than in a small one.",MajorClaim,21,"[CLS] in conclusion, i can certainly state that i would rather prefer working in a large company than in a small one.",24,24,3
2369,they would not only purchase a phone because of its functionality but also for its brand.,Premise,16,[CLS] they would not only purchase a phone because of its functionality but also for its brand.,18,18,0
2370,"in conclusion, international sporting events will draw the international concern.",Claim,10,"[CLS] in conclusion, international sporting events will draw the international concern.",13,13,1
2371,this new university will allow a great number of people in my community to have a chance to study.,Claim,19,[CLS] this new university will allow a great number of people in my community to have a chance to study.,21,21,1
2372,"having three reasons helps us to bring up students who are well-educated, with a bright and independent mind.",None,18,"[CLS] having three reasons helps us to bring up students who are well-educated, with a bright and independent mind.",23,23,2
2373,"besides, important factors in choosing a job such as level of happiness, satisfaction of jobs, personal relationships, professional skills, working environment, managers and colleagues should not be underestimated.",Premise,28,"[CLS] besides, important factors in choosing a job such as level of happiness, satisfaction of jobs, personal relationships, professional skills, working environment, managers and colleagues should not be underestimated.",38,38,0
2374,"however, i believe that individuals should pay their college tuition because it would cost too much, the college education is a personal's choice, and there are many ways to fund a college education.",Claim,33,"[CLS] however, i believe that individuals should pay their college tuition because it would cost too much, the college education is a personal's choice, and there are many ways to fund a college education.",40,40,1
2375,computers have opened up a network connection among people.,Premise,9,[CLS] computers have opened up a network connection among people.,11,11,0
2376,"it will be good for children, because indirectly they will learn how to socialize each other as a team.",Premise,19,"[CLS] it will be good for children, because indirectly they will learn how to socialize each other as a team.",23,23,0
2377,"firstly, fresh graduates are likely to bring a number of practical and applicable ideas to meet the current needs of the organisation.",Premise,22,"[CLS] firstly, fresh graduates are likely to bring a number of practical and applicable ideas to meet the current needs of the organisation.",25,25,0
2378,with a liberal policy students are able to postpone the learning to the afternoon which gives a feeling of freedom and improves time efficiency.,Premise,24,[CLS] with a liberal policy students are able to postpone the learning to the afternoon which gives a feeling of freedom and improves time efficiency.,27,27,0
2379,a well-informed man can act sensibly and make sound judgment.,Premise,10,[CLS] a well-informed man can act sensibly and make sound judgment.,16,16,0
2380,this make students have healthier life which online class cannot provide.,Premise,11,[CLS] this make students have healthier life which online class cannot provide.,14,14,0
2381,many students prefer to live in the university dormitories while others prefer an apartment in the city.,None,17,[CLS] many students prefer to live in the university dormitories while others prefer an apartment in the city.,21,21,2
2382,"and when they are in primary school, teachers teach them more further knowledge, like writing skills and using computers.",Premise,19,"[CLS] and when they are in primary school, teachers teach them more further knowledge, like writing skills and using computers.",23,23,0
2383,"for instance, albert einstein, one of the most competent physicians in history, devoted most of his life to develop theory in physics and finally established special and general relativity.",Premise,29,"[CLS] for instance, albert einstein, one of the most competent physicians in history, devoted most of his life to develop theory in physics and finally established special and general relativity.",34,34,0
2384,"secondly, playing sport makes children getting healthy and become children's well-being.",Premise,11,"[CLS] secondly, playing sport makes children getting healthy and become children's well-being.",18,18,0
2385,"however, in my opinion, the classmates should be regarded as the most important influence on individual achievements.",MajorClaim,17,"[CLS] however, in my opinion, the classmates should be regarded as the most important influence on individual achievements.",21,21,3
2386,"i could work whenever i want, or i do not need to give reasons to my boss for a delay.",Premise,20,"[CLS] i could work whenever i want, or i do not need to give reasons to my boss for a delay.",23,23,0
2387,"for instance, there are more male scientists and engineers in comparison with females around the world.",Premise,16,"[CLS] for instance, there are more male scientists and engineers in comparison with females around the world.",19,19,0
2388,there is also the argument that many ethical and genetic principles are broken when testing on animals.,None,17,[CLS] there is also the argument that many ethical and genetic principles are broken when testing on animals.,19,19,2
2389,"today, many countries make numerous efforts to show that they are democratic countries.",Premise,13,"[CLS] today, many countries make numerous efforts to show that they are democratic countries.",16,16,0
2390,"they have given their effort to the society so that young people, the governments have a responsibility to improve the medicare system.",Premise,22,"[CLS] they have given their effort to the society so that young people, the governments have a responsibility to improve the medicare system.",25,25,0
2391,"in my view, it is good for a teenager to do a part time job while he/she is still a student and this is for two reasons.",MajorClaim,27,"[CLS] in my view, it is good for a teenager to do a part time job while he/she is still a student and this is for two reasons.",32,32,3
2392,"experience gained through traveling to different places, meeting different people and even at job goes long way.",Claim,17,"[CLS] experience gained through traveling to different places, meeting different people and even at job goes long way.",20,20,1
2393,"in this essay, i would like to analyze these three issues in order to support my viewpoint.",None,17,"[CLS] in this essay, i would like to analyze these three issues in order to support my viewpoint.",20,20,2
2394,this increase of job opportunities allows more people to make significant contribution to society through the purchasing of commodities by their growing incomes.,Premise,23,[CLS] this increase of job opportunities allows more people to make significant contribution to society through the purchasing of commodities by their growing incomes.,25,25,0
2395,a full time job with a steady income was enough for a potential employee to support himself and his family.,Premise,20,[CLS] a full time job with a steady income was enough for a potential employee to support himself and his family.,22,22,0
2396,"however, in my point of view, it is still of great importance to remain the harmonious coexistence of both sides for the smooth sailing of the company.",MajorClaim,27,"[CLS] however, in my point of view, it is still of great importance to remain the harmonious coexistence of both sides for the smooth sailing of the company.",35,35,3
2397,as they usually remain busy in their office so they do not find leisure time for such social activities.,Premise,19,[CLS] as they usually remain busy in their office so they do not find leisure time for such social activities.,21,21,0
2398,"besides, girls are more likely to prefer some jobs related to emotion and communication, such as teacher, singer and interpreter.",Premise,20,"[CLS] besides, girls are more likely to prefer some jobs related to emotion and communication, such as teacher, singer and interpreter.",25,25,0
2399,"as i have said, television is a great tool to learn, entertain and inform what is happening, but i agree that television has destroyed communication among friends and family as soon as television become a priority, spend a lot of time watching it and eat in front of the television.",Claim,50,"[CLS] as i have said, television is a great tool to learn, entertain and inform what is happening, but i agree that television has destroyed communication among friends and family as soon as television become a priority, spend a lot of time watching it and eat in front of the television.",56,56,1
2400,"investing in hospitals helps improve people's health, also, in schools assists with raising our children's education level.",Premise,17,"[CLS] investing in hospitals helps improve people's health, also, in schools assists with raising our children's education level.",25,25,0
2401,"further, they didn't explain the contents in order to understand by the students.",Premise,13,"[CLS] further, they didn't explain the contents in order to understand by the students.",18,18,0
2402,many people believe that children should study at school to have more knowledge that prepare better for their future.,None,19,[CLS] many people believe that children should study at school to have more knowledge that prepare better for their future.,21,21,2
2403,there is no end to the evolution of computers.,Premise,9,[CLS] there is no end to the evolution of computers.,11,11,0
2404,"thus, human rights is violated if artists are not allowed to express their feelings freely.",Claim,15,"[CLS] thus, human rights is violated if artists are not allowed to express their feelings freely.",18,18,1
