,ProcessedText,InformationType_coarse,ProcessedText_length,ProcessedText_BERT,ProcessedText_BERTbase_length,ProcessedText_BERTlarge_length,InformationType_label
2862,"however, their talents should not be overrated.",None,7,"[CLS] however, their talents should not be overrated.",11,11,2
2863,"in conclusion, although capital punishment presents an extreme warning to the community, i firmly object to it because it is absurd and inhumane.",MajorClaim,23,"[CLS] in conclusion, although capital punishment presents an extreme warning to the community, i firmly object to it because it is absurd and inhumane.",28,28,3
2864,"recently, there is a very creative advertisements of a soft drink product on tv.",Premise,14,"[CLS] recently, there is a very creative advertisements of a soft drink product on tv.",17,17,0
2865,"in conclusion, i strongly feel that staying in one place is better than moving number of places.",MajorClaim,17,"[CLS] in conclusion, i strongly feel that staying in one place is better than moving number of places.",20,20,3
2866,i personally believe that it is important for children to be taught with a secondary language as early as kindergarten.,MajorClaim,20,[CLS] i personally believe that it is important for children to be taught with a secondary language as early as kindergarten.,22,22,3
2867,"in a busy city like tokyo, students waste a lot of time in travelling.",Premise,14,"[CLS] in a busy city like tokyo, students waste a lot of time in travelling.",17,17,0
2868,"this is because people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong.",Premise,22,"[CLS] this is because people may be impressed by the cultural values brought with the universal language, eroding a sense of national belong.",27,27,0
2869,"students gain a lot out of the experience personally, academically, and culturally.",Claim,12,"[CLS] students gain a lot out of the experience personally, academically, and culturally.",17,17,1
2870,"in contrast, if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds.",Premise,25,"[CLS] in contrast, if they stuck to their own fashion styles, disregarding the world's top fashion designers' achievements, they would stay conservative in their own worlds.",34,34,0
2871,"if that tendency continues at a rapid pace, written language may face up to a real problem about its stand.",Premise,20,"[CLS] if that tendency continues at a rapid pace, written language may face up to a real problem about its stand.",23,23,0
2872,"as can be seen from this, is that a hurried decision is almost never a good one.",MajorClaim,17,"[CLS] as can be seen from this, is that a hurried decision is almost never a good one.",20,20,3
2873,"even in public transportation they engaged in this intolerant bad habit, some instances that lead to belligerent incidents.",Premise,18,"[CLS] even in public transportation they engaged in this intolerant bad habit, some instances that lead to belligerent incidents.",25,25,0
2874,he once complained a service of a restaurant.,Premise,8,[CLS] he once complained a service of a restaurant.,10,10,0
2875,"having professional training help employees gain more confidence in their business, so i believe that they will finish their jobs with excellent result.",Premise,23,"[CLS] having professional training help employees gain more confidence in their business, so i believe that they will finish their jobs with excellent result.",26,26,0
2876,many people state that zoos are a great asset to animals.,None,11,[CLS] many people state that zoos are a great asset to animals.,14,14,2
2877,"for example, i could improve the way that i solve problems, improve how i take care of my health, and improve to plan my life for future.",Premise,27,"[CLS] for example, i could improve the way that i solve problems, improve how i take care of my health, and improve to plan my life for future.",32,32,0
2878,talking to my friends was frustrating because none of them have ever felt that way.,Premise,15,[CLS] talking to my friends was frustrating because none of them have ever felt that way.,17,17,0
2879,"and if they can, they will be good people no matter how the story ends.",Premise,15,"[CLS] and if they can, they will be good people no matter how the story ends.",18,18,0
2880,"in conclusion, i admittedly and strongly agree that the merits of email and messaging have reduced amount of ours time to communicate to.",MajorClaim,23,"[CLS] in conclusion, i admittedly and strongly agree that the merits of email and messaging have reduced amount of ours time to communicate to.",27,27,3
2881,but many other still thinks they are going to stay.,None,10,[CLS] but many other still thinks they are going to stay.,12,12,2
2882,single language also reduces misunderstandings between people.,Premise,7,[CLS] single language also reduces misunderstandings between people.,10,10,0
2883,"it is undeniable that cheap air fares have broadened travel possibilities for many people, particularly for the lower income group.",Claim,20,"[CLS] it is undeniable that cheap air fares have broadened travel possibilities for many people, particularly for the lower income group.",26,26,1
2884,good experiences give us good memories and bad ones teach us lessons for life.,Claim,14,[CLS] good experiences give us good memories and bad ones teach us lessons for life.,16,16,1
2885,"however, since the budget and the recourse are limited, governments must choose between these two issues.",None,16,"[CLS] however, since the budget and the recourse are limited, governments must choose between these two issues.",22,22,2
2886,"therefore, they should take advantage of life as much possible they can.",Claim,12,"[CLS] therefore, they should take advantage of life as much possible they can.",15,15,1
2887,"additionally, there are reality tv, television programs in which people are put into artificial environments and situations, for example like ""big brother"".",Premise,22,"[CLS] additionally, there are reality tv, television programs in which people are put into artificial environments and situations, for example like ""big brother"".",29,29,0
2888,"while virtual flowcharts and animations may simplify complicated scientific processes, google and wikipedia are always accessible for detailed responses to every query.",Premise,22,"[CLS] while virtual flowcharts and animations may simplify complicated scientific processes, google and wikipedia are always accessible for detailed responses to every query.",29,29,0
2889,"in my point of view, studying many subjects is better that one because students can study in subjects that they interested in, they can gain knowledge more than one field and they will have more chance to choose their future.",Claim,40,"[CLS] in my point of view, studying many subjects is better that one because students can study in subjects that they interested in, they can gain knowledge more than one field and they will have more chance to choose their future.",44,44,1
2890,"to solve these issues, richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals.",Claim,25,"[CLS] to solve these issues, richer nations can contribute by delegating doctors and nurses to these power nations as well as donate money to build hospitals.",30,30,1
2891,"moreover, sometimes by doing things helps the people learn about live.",None,11,"[CLS] moreover, sometimes by doing things helps the people learn about live.",14,14,2
2892,it is suggested that companies in developed countries ought to reduce their price of medicines to avoid such unnecessary deaths.,None,20,[CLS] it is suggested that companies in developed countries ought to reduce their price of medicines to avoid such unnecessary deaths.,22,22,2
2893,should replace normal classroom with online computer classes?,None,8,[CLS] should replace normal classroom with online computer classes?,10,10,2
2894,"in the beginning, it can be tough to fit in this new place and find any opportunity, but after fighting against the obstacles blocking the way to get what is desired; it is possible to conquer what they are craving as well as start to build a new life in this other country.",Premise,53,"[CLS] in the beginning, it can be tough to fit in this new place and find any opportunity, but after fighting against the obstacles blocking the way to get what is desired; it is possible to conquer what they are craving as well as start to build a new life in this other country.",58,58,0
2895,thus it is very obvious that using machines makes daily tasks less time consuming and less cumbersome.,Claim,17,[CLS] thus it is very obvious that using machines makes daily tasks less time consuming and less cumbersome.,21,21,1
2896,"tourism, since its first appearance a long time ago, can be described as a controversial celebrity.",None,16,"[CLS] tourism, since its first appearance a long time ago, can be described as a controversial celebrity.",20,20,2
2897,persistent deliberation is happening as to whether it is desirable for the youth to go to university.,None,17,[CLS] persistent deliberation is happening as to whether it is desirable for the youth to go to university.,21,21,2
2898,"however, in order to gain intrinsic motivation students need to become aware of their strengths and aims.",Premise,17,"[CLS] however, in order to gain intrinsic motivation students need to become aware of their strengths and aims.",20,20,0
2899,"in fact, a competitive person usually finds it difficult to cooperate with friends and colleagues.",Premise,15,"[CLS] in fact, a competitive person usually finds it difficult to cooperate with friends and colleagues.",18,18,0
2900,"contrary to the past when people had to wait long hours to take a daily newspaper, nowadays, they can acquire latest news updated every second through their mobile phones or computers connected to the internet, everywhere and at anytime.",Premise,39,"[CLS] contrary to the past when people had to wait long hours to take a daily newspaper, nowadays, they can acquire latest news updated every second through their mobile phones or computers connected to the internet, everywhere and at anytime.",44,44,0
2901,"even in the real world, good people can get a bad ending sometimes.",Premise,13,"[CLS] even in the real world, good people can get a bad ending sometimes.",16,16,0
2902,"what is worse, some terrorists are able to possess more advanced weapons than the police, which makes citizens always live in danger.",Premise,22,"[CLS] what is worse, some terrorists are able to possess more advanced weapons than the police, which makes citizens always live in danger.",26,26,0
2903,"since world population getting higher, competition is getting fierce.",Premise,9,"[CLS] since world population getting higher, competition is getting fierce.",12,12,0
2904,there are an issue that some people agree that this opportunity should be preserved for good students however there are others people who think that everyone should have this chance to gain these advance skills from college or university.,None,39,[CLS] there are an issue that some people agree that this opportunity should be preserved for good students however there are others people who think that everyone should have this chance to gain these advance skills from college or university.,41,41,2
2905,"furthermore/moreover, working alone allows me to avoid spending time and efforts on many things that are an integral part of teamwork.",Claim,21,"[CLS] furthermore/moreover, working alone allows me to avoid spending time and efforts on many things that are an integral part of teamwork.",27,27,1
2906,"when the co-tenant do not share their interests and points of view, they will not be able to ask him for advice.",Premise,22,"[CLS] when the co-tenant do not share their interests and points of view, they will not be able to ask him for advice.",27,27,0
2907,"sometimes traffic jam occur only due to the malfunction of a traffic light, or unreasonable organization of roadways.",Premise,18,"[CLS] sometimes traffic jam occur only due to the malfunction of a traffic light, or unreasonable organization of roadways.",24,24,0
2908,"although there are valid arguments to the contrary, it is my belief that the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication.",Claim,32,"[CLS] although there are valid arguments to the contrary, it is my belief that the majority of people in the globe have benefited greatly from these powerful and effective means of modern communication.",35,35,1
2909,"in this case, the employees know that their company is investing on them for future development of their company.",Premise,19,"[CLS] in this case, the employees know that their company is investing on them for future development of their company.",22,22,0
2910,"second, children could learn nothing from these computer games, therefore time on this activity is really time wasting.",Claim,18,"[CLS] second, children could learn nothing from these computer games, therefore time on this activity is really time wasting.",22,22,1
2911,"secondly, health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases.",Premise,18,"[CLS] secondly, health education will prepare for people especially children necessary knowledge to protect themselves from risks of diseases.",21,21,0
2912,"however, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.",Premise,26,"[CLS] however, some people might argue that parents shouldn't put so much stress on children, since learning too many skills seems to be a burden for them.",32,32,0
2913,"fortunately, some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries.",Premise,21,"[CLS] fortunately, some countries take this issue seriously and advertising alcohol, cigarettes and materials with adult content is banned on those countries.",25,25,0
2914,"all in all, from discussed reasons, we can conclude that human activity are gradually destroy the earth since it is polluting the earth environment, depleting the resource and imperiling other species' lives.",MajorClaim,32,"[CLS] all in all, from discussed reasons, we can conclude that human activity are gradually destroy the earth since it is polluting the earth environment, depleting the resource and imperiling other species' lives.",43,43,3
2915,"in other words, class attendances are regarded as critical as examination performances.",Claim,12,"[CLS] in other words, class attendances are regarded as critical as examination performances.",16,16,1
2916,it's hard to get everything at a same place unless children are not familiar with computers.,Premise,16,[CLS] it's hard to get everything at a same place unless children are not familiar with computers.,20,20,0
2917,"in conclusion, while many people decide to live alone for various reasons, i prefer to live with a roommate, and i always will.",MajorClaim,23,"[CLS] in conclusion, while many people decide to live alone for various reasons, i prefer to live with a roommate, and i always will.",28,28,3
2918,"not only that, the convicted will also receive a fair action.",Claim,11,"[CLS] not only that, the convicted will also receive a fair action.",14,14,1
2919,"when children are allowed to play around with computer from a very early age, they get acquainted with the previously mentioned skills and become expert before facing professional world.",Premise,29,"[CLS] when children are allowed to play around with computer from a very early age, they get acquainted with the previously mentioned skills and become expert before facing professional world.",32,32,0
2920,"in contrast, without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them.",Premise,27,"[CLS] in contrast, without the availability of the same language, there might be a chance that misunderstanding and conflicts would ensue over business negotiations, impeding collaborations between them.",35,35,0
2921,the co-workers need to trust each other.,Claim,7,[CLS] the co-workers need to trust each other.,11,11,1
2922,one of the conditions that helps us to be healthy is good weather and less population that exist in a small town.,Premise,22,[CLS] one of the conditions that helps us to be healthy is good weather and less population that exist in a small town.,24,24,0
2923,it resulted in the missing of information and the lack of details during their works.,Premise,15,[CLS] it resulted in the missing of information and the lack of details during their works.,17,17,0
2924,families usually tend to watch television either with each other or friends.,Claim,12,[CLS] families usually tend to watch television either with each other or friends.,14,14,1
2925,"if i work for other people, i have to give my ideas to employers cheaply.",Premise,15,"[CLS] if i work for other people, i have to give my ideas to employers cheaply.",19,19,0
2926,"also, when there is a dinner with friends, some people do not have a fluid conversation because the television is again in between them.",Premise,24,"[CLS] also, when there is a dinner with friends, some people do not have a fluid conversation because the television is again in between them.",28,28,0
2927,"as is commonly understood, there is an increasingly gap between developed countries and developing countries.",None,15,"[CLS] as is commonly understood, there is an increasingly gap between developed countries and developing countries.",18,18,2
2928,"in my view, i prefer the second attitude.",None,8,"[CLS] in my view, i prefer the second attitude.",11,11,2
2929,"travelling, social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car.",MajorClaim,29,"[CLS] travelling, social life and employment are highly dependent on the flexibility of a person and there is nothing in the world that makes more flexible than an own car.",32,32,3
2930,"this is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced.",Premise,29,"[CLS] this is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced.",32,32,0
2931,"nowadays, everyone can see the effect of technology on their life, especially on the way of transportations and communications such as the airplane and the telephone.",None,26,"[CLS] nowadays, everyone can see the effect of technology on their life, especially on the way of transportations and communications such as the airplane and the telephone.",31,31,2
2932,attending class is the most persuasive way for the students to show respect to the professor as well as themselves.,Premise,20,[CLS] attending class is the most persuasive way for the students to show respect to the professor as well as themselves.,25,25,0
2933,"i do not have enough time to read a novel in one day, so i usually read it when i am coming home from english class.",Premise,26,"[CLS] i do not have enough time to read a novel in one day, so i usually read it when i am coming home from english class.",29,29,0
2934,"to sum up, tv may take some of your time away from your family and friends but it can also make family get together and help to get in conversation.",Claim,30,"[CLS] to sum up, tv may take some of your time away from your family and friends but it can also make family get together and help to get in conversation.",33,33,1
2935,"in conclusion, if i want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in.",MajorClaim,43,"[CLS] in conclusion, if i want to live a more convenient life with more access to modern facilities as well as with more exposure to various opportunities, and have my children receive a better education, a big city is the place to live in.",48,48,3
2936,there can be no doubt that the burgeoning number of young adults from the countryside flocking to cities gives rise to overpopulation in cities.,Premise,24,[CLS] there can be no doubt that the burgeoning number of young adults from the countryside flocking to cities gives rise to overpopulation in cities.,31,31,0
2937,"without their consent, this could only add to theses innocent people's mental suffering and they may do some extreme actions.",Premise,20,"[CLS] without their consent, this could only add to theses innocent people's mental suffering and they may do some extreme actions.",26,26,0
2938,the gender issues have been already discussing for many years in order to give solutions for realising the equal proportion of developing human resources.,None,24,[CLS] the gender issues have been already discussing for many years in order to give solutions for realising the equal proportion of developing human resources.,26,26,2
2939,some inhabitants argue that this case appears because the guns are always used by a police to solve a criminal act.,None,21,[CLS] some inhabitants argue that this case appears because the guns are always used by a police to solve a criminal act.,23,23,2
2940,"working or traveling for some time, after high school, can help them to find their field of interest.",Claim,18,"[CLS] working or traveling for some time, after high school, can help them to find their field of interest.",22,22,1
2941,"some people argue that this may lead to 'social division', when someone with high education refuses to do the called 'low jobs', but actually it gives no harm to the whole community.",Premise,32,"[CLS] some people argue that this may lead to 'social division', when someone with high education refuses to do the called 'low jobs', but actually it gives no harm to the whole community.",40,40,0
2942,but internet provides efficient search facility where one can search the topic and get the details.,Premise,16,[CLS] but internet provides efficient search facility where one can search the topic and get the details.,18,18,0
2943,"as a result, sports are necessary for students to acquire their energy and health.",Claim,14,"[CLS] as a result, sports are necessary for students to acquire their energy and health.",17,17,1
2944,"indeed, not many people are blessed in the talent of paintings and work crafts.",Premise,14,"[CLS] indeed, not many people are blessed in the talent of paintings and work crafts.",17,17,0
2945,"when a criminal mind knows the quantum of punishment, they will fear and not commit such crimes.",Premise,17,"[CLS] when a criminal mind knows the quantum of punishment, they will fear and not commit such crimes.",20,20,0
2946,"in the other hand, i don't think it is also fair for the government as the government has been paying a lot of money for their students' primary and secondary education.",Claim,31,"[CLS] in the other hand, i don't think it is also fair for the government as the government has been paying a lot of money for their students' primary and secondary education.",37,37,1
2947,"when you run into a problem, you can ask your roommates if they can help.",Premise,15,"[CLS] when you run into a problem, you can ask your roommates if they can help.",19,19,0
2948,"secondly, even though environmental damage is inevitable, it is not tourism to be blamed for.",Premise,15,"[CLS] secondly, even though environmental damage is inevitable, it is not tourism to be blamed for.",19,19,0
2949,they can easily understand the language structure and memorize the vocabularies.,Premise,11,[CLS] they can easily understand the language structure and memorize the vocabularies.,17,17,0
2950,we have no choice but have to live in a fast pace.,Premise,12,[CLS] we have no choice but have to live in a fast pace.,14,14,0
2951,it is the real interactions and communications in class make education much more attractive.,Premise,14,[CLS] it is the real interactions and communications in class make education much more attractive.,16,16,0
2952,there are many instances that luck has brought people things that they never could even imagine.,None,16,[CLS] there are many instances that luck has brought people things that they never could even imagine.,18,18,2
2953,"meditation is easy way to relax because it is not require any equipment, and it take few minutes.",Premise,18,"[CLS] meditation is easy way to relax because it is not require any equipment, and it take few minutes.",21,21,0
2954,"interacting with the people, and socializing with them prepares students for the life after graduation.",Premise,15,"[CLS] interacting with the people, and socializing with them prepares students for the life after graduation.",19,19,0
2955,"in present educational system there are variety of competitions in academic area and athletic area for children to attend, which could stimulating the will of children to learn and to achieve the best of them, and also be able to teach them teamwork skill.",None,44,"[CLS] in present educational system there are variety of competitions in academic area and athletic area for children to attend, which could stimulating the will of children to learn and to achieve the best of them, and also be able to teach them teamwork skill.",49,49,2
2956,"consequently, no matter from the view of individual development or the relationship between competition and cooperation we can receive the same conclusion that a more cooperative attitudes towards life is more profitable in one's success.",MajorClaim,35,"[CLS] consequently, no matter from the view of individual development or the relationship between competition and cooperation we can receive the same conclusion that a more cooperative attitudes towards life is more profitable in one's success.",40,40,3
2957,the following will present my points.,None,6,[CLS] the following will present my points.,8,8,2
2958,"however, sacrificing the senior members to save the young workers poses several negative influences.",Claim,14,"[CLS] however, sacrificing the senior members to save the young workers poses several negative influences.",20,20,1
2959,"on the other hand, media, such as tv or film, is considered as the correct information source regulated by the government.",Premise,21,"[CLS] on the other hand, media, such as tv or film, is considered as the correct information source regulated by the government.",26,26,0
2960,"for example, i live in a city which always have a jam in the morning and doesn't have enough parking lots for the cars.",Premise,24,"[CLS] for example, i live in a city which always have a jam in the morning and doesn't have enough parking lots for the cars.",29,29,0
2961,"thanks to modern technology, our life has been improved with many gadgets.",Claim,12,"[CLS] thanks to modern technology, our life has been improved with many gadgets.",16,16,1
2962,"as i had to spend some of my time in my job, therefore, i had to manage my time efficiently.",Premise,20,"[CLS] as i had to spend some of my time in my job, therefore, i had to manage my time efficiently.",24,24,0
2963,"as a result, people understand the culture, and then they adapt to the new country.",Premise,15,"[CLS] as a result, people understand the culture, and then they adapt to the new country.",19,19,0
2964,"to sum up, reading fictions is more pleasant because these books have more depth, are much easier to use, and more useful for language learners.",Claim,25,"[CLS] to sum up, reading fictions is more pleasant because these books have more depth, are much easier to use, and more useful for language learners.",31,31,1
2965,"therefore, it is a good idea for children to past their first earlier life in the cities.",Claim,17,"[CLS] therefore, it is a good idea for children to past their first earlier life in the cities.",20,20,1
2966,"in conclusion, i do not deny the importance of doing sports in the success of university students, but i think both sports and social activities should not receive equal amount of money with libraries and laboratories.",Claim,36,"[CLS] in conclusion, i do not deny the importance of doing sports in the success of university students, but i think both sports and social activities should not receive equal amount of money with libraries and laboratories.",40,40,1
2967,both sides will be discussed before a reasonable conclusion is drawn.,None,11,[CLS] both sides will be discussed before a reasonable conclusion is drawn.,13,13,2
2968,i suggest the government look into the background of the people in depth before giving out hand phones to them.,None,20,[CLS] i suggest the government look into the background of the people in depth before giving out hand phones to them.,22,22,2
2969,old buildings are reminders of a city's culture and complexity.,Premise,10,[CLS] old buildings are reminders of a city's culture and complexity.,15,15,0
2970,"truthfully, in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers.",Premise,24,"[CLS] truthfully, in this wonderful academic environment, everyone is provided with varieties and gigantic number of information by a lot of professors and well-trained teachers.",31,31,0
2971,"i think limiting the number of people who can be admitted by universities is a good choice since it will reward the motivation of students and constantly keep them in the difficult level of learning, which makes them do the best to improve themselves.",Premise,44,"[CLS] i think limiting the number of people who can be admitted by universities is a good choice since it will reward the motivation of students and constantly keep them in the difficult level of learning, which makes them do the best to improve themselves.",47,47,0
2972,"thus, if tourists want to respect the tradition, they will not order any beef in the local restaurant.",Premise,18,"[CLS] thus, if tourists want to respect the tradition, they will not order any beef in the local restaurant.",22,22,0
2973,it is a debatable subject that children should not be allowed to play computer games since playing computer games is a a waste of time.,MajorClaim,25,[CLS] it is a debatable subject that children should not be allowed to play computer games since playing computer games is a a waste of time.,29,29,3
2974,"it is believed that if some of the enormous shopping malls or universities were relocated in the commuter belt, the city street would be les burstling and overly-teemed as it is now.",Premise,32,"[CLS] it is believed that if some of the enormous shopping malls or universities were relocated in the commuter belt, the city street would be les burstling and overly-teemed as it is now.",39,39,0
2975,"first of all, it is seen that following celebrities blindly affects the health of adolescents.",Claim,15,"[CLS] first of all, it is seen that following celebrities blindly affects the health of adolescents.",18,18,1
2976,"thus, mobile phones have shortened the distance of communication.",Claim,9,"[CLS] thus, mobile phones have shortened the distance of communication.",12,12,1
2977,"if parents get the children all they wanted, they would be run out of their money for their essential needs.",Premise,20,"[CLS] if parents get the children all they wanted, they would be run out of their money for their essential needs.",23,23,0
2978,"second, the influence on environmental problems are boarder and more profound than economic issues.",Claim,14,"[CLS] second, the influence on environmental problems are boarder and more profound than economic issues.",18,18,1
2979,"what is more, women have the outstanding instinct to take up some careers like healthcare or human resource management due to their patience and elaboration.",Premise,25,"[CLS] what is more, women have the outstanding instinct to take up some careers like healthcare or human resource management due to their patience and elaboration.",30,30,0
2980,"however, no matter you are going to somewhere for a trip or you just simply live in some suburbs and so on, it always have some other ways that you can do, you can ride a bike, or even walk on your feet.",Premise,43,"[CLS] however, no matter you are going to somewhere for a trip or you just simply live in some suburbs and so on, it always have some other ways that you can do, you can ride a bike, or even walk on your feet.",49,49,0
2981,they will try to create a beautiful image about their land and people.,Premise,13,[CLS] they will try to create a beautiful image about their land and people.,15,15,0
2982,it is better for them to use the money to pay for the other students' education so that all people in their country could receive the same education.,Premise,28,[CLS] it is better for them to use the money to pay for the other students' education so that all people in their country could receive the same education.,31,31,0
2983,"wars are notorious, but you can't blame the soldiers who are justing fight for their countries.",Premise,16,"[CLS] wars are notorious, but you can't blame the soldiers who are justing fight for their countries.",22,22,0
2984,"when he started his university studies, he failed miserably.",Premise,9,"[CLS] when he started his university studies, he failed miserably.",14,14,0
2985,"initially, he started his computer company in his college dorm room.",Premise,11,"[CLS] initially, he started his computer company in his college dorm room.",14,14,0
2986,"for example, in indian sub-continent there are large number of centers opened for getting trained in variety of languages like french, german etc.",Premise,23,"[CLS] for example, in indian sub-continent there are large number of centers opened for getting trained in variety of languages like french, german etc.",29,29,0
2987,"importantly, when students start their university studies after a break, they will feel fresh and full of energy to take the new challenge.",Premise,23,"[CLS] importantly, when students start their university studies after a break, they will feel fresh and full of energy to take the new challenge.",27,27,0
2988,"by contrast, the exhibits in museums or galleries are all life size and visitors can get a more direct felling.",Premise,20,"[CLS] by contrast, the exhibits in museums or galleries are all life size and visitors can get a more direct felling.",24,24,0
2989,"to put it in a nutshell, the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment.",MajorClaim,37,"[CLS] to put it in a nutshell, the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment.",42,42,3
2990,"another point is that, from the economic aspect, buying newspapers appears to be a waste of money when the internet becomes available for every one.",Premise,25,"[CLS] another point is that, from the economic aspect, buying newspapers appears to be a waste of money when the internet becomes available for every one.",29,29,0
2991,"for the reasons mentioned above, i believe that people are now more conscious to gain more educational qualification and also are more interested to work on various fields simultaneously to earn more and support themselves.",MajorClaim,35,"[CLS] for the reasons mentioned above, i believe that people are now more conscious to gain more educational qualification and also are more interested to work on various fields simultaneously to earn more and support themselves.",38,38,3
2992,"therefore, to conclude my opinion on this statement, i want to mentioned that every experience in life whether it is good or bad always gives us something to learn and keep for life.",MajorClaim,33,"[CLS] therefore, to conclude my opinion on this statement, i want to mentioned that every experience in life whether it is good or bad always gives us something to learn and keep for life.",37,37,3
2993,some people state that high schools should allow students to study what they want to.,None,15,[CLS] some people state that high schools should allow students to study what they want to.,17,17,2
2994,"therefore, it seems not unreasonable to suggest that this is a positive development.",None,13,"[CLS] therefore, it seems not unreasonable to suggest that this is a positive development.",16,16,2
2995,"first, studying at an overseas university gives individuals the opportunity to improve social skills by interacting and communicating with students from different origins and cultures.",Claim,25,"[CLS] first, studying at an overseas university gives individuals the opportunity to improve social skills by interacting and communicating with students from different origins and cultures.",28,28,1
2996,"the phenomenal progress in medical science in the last decade was a huge achievement for human being to make the world a healthier and, thus, a happier place to live in.",Premise,31,"[CLS] the phenomenal progress in medical science in the last decade was a huge achievement for human being to make the world a healthier and, thus, a happier place to live in.",37,37,0
2997,"to begin with, television shows make people forget what is really important.",Claim,12,"[CLS] to begin with, television shows make people forget what is really important.",15,15,1
2998,"however, since both genders are equally important, both must be given equal opportunities.",None,13,"[CLS] however, since both genders are equally important, both must be given equal opportunities.",18,18,2
2999,"in conclusion, international sporting occasions are not only one of the effective solutions to tensions among nations but also a stimulant for releasing patriotic emotions safely.",MajorClaim,26,"[CLS] in conclusion, international sporting occasions are not only one of the effective solutions to tensions among nations but also a stimulant for releasing patriotic emotions safely.",32,32,3
3000,we spend time together but we could never be friend.,Premise,10,[CLS] we spend time together but we could never be friend.,12,12,0
3001,"some people think that working at home brings to workers and employees too much convenience, but i don't.",None,18,"[CLS] some people think that working at home brings to workers and employees too much convenience, but i don't.",23,23,2
3002,"apart from that, not all elderly workers are physically well.",Premise,10,"[CLS] apart from that, not all elderly workers are physically well.",13,13,0
3003,"according to a recent survey, 89% of people have come to think that, since they have been put in the situation which is filled with competitions and pressures, they have to use a lot of time to work hard, to update themselves, to acquire all kinds of skills and so on.",Premise,51,"[CLS] according to a recent survey, 89% of people have come to think that, since they have been put in the situation which is filled with competitions and pressures, they have to use a lot of time to work hard, to update themselves, to acquire all kinds of skills and so on.",59,59,0
3004,"firstly, it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time.",Premise,30,"[CLS] firstly, it is well known and clinically proven that smoking is extremely hazardous to the smoker and others who have been exposed to the fume over a period of time.",36,36,0
3005,"however, i do not think these disadvantages will outweigh the advantages brought by cell phones.",MajorClaim,15,"[CLS] however, i do not think these disadvantages will outweigh the advantages brought by cell phones.",21,21,3
3006,"for instance, children immigrated to a new country will face social troubles in school with new friends.",Premise,17,"[CLS] for instance, children immigrated to a new country will face social troubles in school with new friends.",20,20,0
3007,i get home at about midnight and i still need to answer some questions and to solve some routine problems.,Premise,20,[CLS] i get home at about midnight and i still need to answer some questions and to solve some routine problems.,22,22,0
3008,"world wide web and communication via email are some of the positive sides of information technology, however, there are some negative aspects.",None,22,"[CLS] world wide web and communication via email are some of the positive sides of information technology, however, there are some negative aspects.",26,26,2
3009,"internet facilities such as msn, skype made visual communication possible.",Premise,10,"[CLS] internet facilities such as msn, skype made visual communication possible.",15,15,0
3010,an international sporting event is normal held in a country with huge interest from fans all over the world.,Premise,19,[CLS] an international sporting event is normal held in a country with huge interest from fans all over the world.,21,21,0
3011,my neighbor tom once was a computer engineer in a big company.,Premise,12,[CLS] my neighbor tom once was a computer engineer in a big company.,14,14,0
3012,"in conclusion, it is evident that under suitable administration, the benefits of tourism outweigh its drawbacks.",MajorClaim,16,"[CLS] in conclusion, it is evident that under suitable administration, the benefits of tourism outweigh its drawbacks.",23,23,3
3013,college and university do not want people who not qualify for to waste their money in these expensive courses and waste their time.,Premise,23,[CLS] college and university do not want people who not qualify for to waste their money in these expensive courses and waste their time.,25,25,0
3014,there is no doubt our life has had a change for the better since cars were introduced.,None,17,[CLS] there is no doubt our life has had a change for the better since cars were introduced.,19,19,2
3015,"hence, even though freedom to express ideas can bring some negative effects, i certainly believe that there are many wonderful and beautiful arts due to the freedom to express ideas and thus, i strongly believe there should be no restrictions on them.",Claim,42,"[CLS] hence, even though freedom to express ideas can bring some negative effects, i certainly believe that there are many wonderful and beautiful arts due to the freedom to express ideas and thus, i strongly believe there should be no restrictions on them.",47,47,1
3016,"women like margaret thatcher, indira gandhi, mari curie etc., are symbols of women's intelligence and skills.",Premise,16,"[CLS] women like margaret thatcher, indira gandhi, mari curie etc., are symbols of women's intelligence and skills.",25,25,0
3017,he granted huge sums for such idea.,Premise,7,[CLS] he granted huge sums for such idea.,9,9,0
